Author,Poem,Anthology,Date
"Croyston, John",Reconciliation,Heseltine 1972,1972
"Daley, Victor J.",Dreams,Heseltine 1972,1972
"Daley, Victor J.",When London Calls,Heseltine 1972,1972
"Dawe, Bruce",A Victorian Hangman Tells His Love,Heseltine 1972,1972
"Dawe, Bruce",Homecoming,Heseltine 1972,1972
"Dawe, Bruce",How To Go on Not Looking,Heseltine 1972,1972
"Dawe, Bruce",Life-Cycle,Heseltine 1972,1972
"Dawe, Bruce",The Not-So-Good Earth,Heseltine 1972,1972
"Dobson, Rosemary",Cock Crow,Heseltine 1972,1972
"Dobson, Rosemary",Jack,Heseltine 1972,1972
"Dobson, Rosemary",The Mirror,Heseltine 1972,1972
"Dransfield, Michael",epiderm,Heseltine 1972,1972
"Dransfield, Michael",ground zero,Heseltine 1972,1972
"Dutton, Geoffrey","Abandoned Airstrip, Northern Territory",Heseltine 1972,1972
"Dutton, Geoffrey",January,Heseltine 1972,1972
"Dutton, Geoffrey",Ky in Australia: A Postscript,Heseltine 1972,1972
"Dutton, Geoffrey",Our Crypto-Wowsers,Heseltine 1972,1972
"Fairbridge, Wolfe",Consecration of the House,Heseltine 1972,1972
"FitzGerald, Robert D.",Bog and Candle,Heseltine 1972,1972
"FitzGerald, Robert D.",Heemskerck Shoals,Heseltine 1972,1972
"FitzGerald, Robert D.",Invocation of Josefa Asasela,Heseltine 1972,1972
"FitzGerald, Robert D.",Macquarie Place,Heseltine 1972,1972
"FitzGerald, Robert D.",Song in Autumn,Heseltine 1972,1972
"FitzGerald, Robert D.",The Face of the Waters,Heseltine 1972,1972
"FitzGerald, Robert D.",The Hidden Bole,Heseltine 1972,1972
"FitzGerald, Robert D.",The Wind at Your Door,Heseltine 1972,1972
"FitzGerald, Robert D.",This Night's Orbit,Heseltine 1972,1972
"Gellert, Leon",These Men,Heseltine 1972,1972
"Gilmore, Mary",An Aboriginal Simile,Heseltine 1972,1972
"Gilmore, Mary",Eve-Song,Heseltine 1972,1972
"Gilmore, Mary",Never Admit the Pain,Heseltine 1972,1972
"Gilmore, Mary",Old Botany Bay,Heseltine 1972,1972
"Gilmore, Mary",The Men of Eureka,Heseltine 1972,1972
"Gilmore, Mary",The Yarran-Tree,Heseltine 1972,1972
"Gordon, Adam Lindsay",The Sick Stockrider,Heseltine 1972,1972
"Hall, Rodney",Cut-Out,Heseltine 1972,1972
"Hall, Rodney","Heaven, in a Way",Heseltine 1972,1972
"Hall, Rodney",The Hunter,Heseltine 1972,1972
"Hall, Rodney",The Two Staircases of Consummation,Heseltine 1972,1972
"Harpur, Charles",A Mid-Summer Noon in the Australian Forest,Heseltine 1972,1972
"Harpur, Charles",The Creek of the Four Graves,Heseltine 1972,1972
"Harris, Max",A Window at Night,Heseltine 1972,1972
"Harris, Max",The Death of Bert Sassenowsky,Heseltine 1972,1972
"Hart-Smith, William",Postage Stamp,Heseltine 1972,1972
"Hart-Smith, William",Razor Fish,Heseltine 1972,1972
"Hart-Smith, William",The Inca Tupac Upanqui,Heseltine 1972,1972
"Harwood, Gwen",Cocktails at Seven,Heseltine 1972,1972
"Harwood, Gwen",Estuary,Heseltine 1972,1972
"Harwood, Gwen",The Glass Jar,Heseltine 1972,1972
"Harwood, Gwen",The Wound,Heseltine 1972,1972
"Harwood, Gwen","Triste, Triste",Heseltine 1972,1972
"Hedley, Wilma",Isaac,Heseltine 1972,1972
"Hellyer, Jill",The Way to the Headland,Heseltine 1972,1972
"Hewett, Dorothy",Go Down Red Roses,Heseltine 1972,1972
"Higham, Charles",Dusk at Waterfall,Heseltine 1972,1972
"Higham, Charles",Harbourscape,Heseltine 1972,1972
"Higham, Charles",Stills Lives,Heseltine 1972,1972
"Higham, Charles",The Creature,Heseltine 1972,1972
"Higham, Charles",The War Museum at Nagasaki,Heseltine 1972,1972
"Hooton, Harry",Moonlight,Heseltine 1972,1972
"Hooton, Harry",The Word is Too Much Withered,Heseltine 1972,1972
"Hope, A.D.",Australia,Heseltine 1972,1972
"Hope, A.D.",Crossing the Frontier,Heseltine 1972,1972
"Hope, A.D.",Imperial Adam,Heseltine 1972,1972
"Hope, A.D.",Letter from the Line,Heseltine 1972,1972
"Hope, A.D.",Moschus Moschiferus,Heseltine 1972,1972
"Hope, A.D.",Ode on the Death of Pius the Twelfth,Heseltine 1972,1972
"Hope, A.D.",On an Engraving by Casserius,Heseltine 1972,1972
"Hope, A.D.",Pasiphae,Heseltine 1972,1972
"Hope, A.D.",The Death of the Bird,Heseltine 1972,1972
"Hope, A.D.",The Wandering Islands,Heseltine 1972,1972
"Hopegood, Peter",Snake's Eye View of a Serial Story,Heseltine 1972,1972
"Hudson, Flexmore",Our World,Heseltine 1972,1972
"Ingamells, Rex",Black Mary,Heseltine 1972,1972
"Ingamells, Rex",Earth-Colours,Heseltine 1972,1972
"Ingamells, Rex",History,Heseltine 1972,1972
"Inglis Moore, T.",Align Your Act,Heseltine 1972,1972
"Jones, Evan",Boxing On,Heseltine 1972,1972
"Jones, Evan",Noah's Song,Heseltine 1972,1972
"Jones, T.H.",My Grandfather Goes Blind,Heseltine 1972,1972
"Keesing, Nancy",The Goat with the Golden Eyes,Heseltine 1972,1972
"Kendall, Henry",Bell-Birds,Heseltine 1972,1972
"Kendall, Henry",The Last of His Tribe,Heseltine 1972,1972
"Kendall, Henry",The Song of Ninian Melville,Heseltine 1972,1972
"Lawson, Henry",Middleton's Rouseabout,Heseltine 1972,1972
"Lawson, Henry",One-Hundred-and-Three,Heseltine 1972,1972
"Lawson, Henry",The Song of Old Joe Swallow,Heseltine 1972,1972
"Lehmann, Geoffrey",A Voyage of Lions,Heseltine 1972,1972
"Lehmann, Geoffrey",Five Days Late,Heseltine 1972,1972
"Lehmann, Geoffrey",Pear Days in Queensland,Heseltine 1972,1972
"Lehmann, Geoffrey",The Pigs,Heseltine 1972,1972
"Macainsh, Noel",A Small Dirge for the Trade,Heseltine 1972,1972
"Mackellar, J.A.R.",Football Field: Evening,Heseltine 1972,1972
"Mackellar, J.A.R.",Twelve O'Clock Boat,Heseltine 1972,1972
"Mackenzie, Kenneth",An Old Inmate,Heseltine 1972,1972
"Mackenzie, Kenneth",Derelict,Heseltine 1972,1972
"Mackenzie, Kenneth",The Moonlit Doorway,Heseltine 1972,1972
"Mackenzie, Kenneth",The Wagtail's Nest,Heseltine 1972,1972
"Malouf, David",At a School Athletics Day,Heseltine 1972,1972
"Manifold, J.S.",The Showmen,Heseltine 1972,1972
"Manifold, J.S.","The Tomb of Lieut. John Learmonth, A.I.F.",Heseltine 1972,1972
"Martin, David",Gordon Childe,Heseltine 1972,1972
"Maurice, Furnley (Frank Wilmot)",Apples in the Moon,Heseltine 1972,1972
"Maurice, Furnley (Frank Wilmot)",Plunder,Heseltine 1972,1972
"Maurice, Furnley (Frank Wilmot)","The Agricultural Show, Flemington, Victoria",Heseltine 1972,1972
"Maynard, Don",How to Write 2 Poems,Heseltine 1972,1972
"McAuley, James",A Leaf of Sage,Heseltine 1972,1972
"McAuley, James",Aubade,Heseltine 1972,1972
"McAuley, James",Because,Heseltine 1972,1972
"McAuley, James",Celebration of Divine Love,Heseltine 1972,1972
"McAuley, James",Pieta,Heseltine 1972,1972
"McAuley, James","St John's Park, New Town",Heseltine 1972,1972
"McAuley, James",Terra Australis,Heseltine 1972,1972
"McAuley, James",The Cloak,Heseltine 1972,1972
"McAuley, James",The Incarnation of Sirius,Heseltine 1972,1972
"McAuley, James",Tune for Swans,Heseltine 1972,1972
"McCrae, Hugh",Ambuscade,Heseltine 1972,1972
"McCrae, Hugh",Enigma,Heseltine 1972,1972
"McCrae, Hugh",Fantasy,Heseltine 1972,1972
"McCrae, Hugh",I Blow My Pipes,Heseltine 1972,1972
"McCuaig, Ronald",Au Tombeau de Mon Pere,Heseltine 1972,1972
"McDonald, Nan",The Bus-Ride Home,Heseltine 1972,1972
"McDonald, Roger",1966-1866,Heseltine 1972,1972
"McMaster, Rhyll",Slanted World,Heseltine 1972,1972
"McMaster, Rhyll",The Brineshrimp,Heseltine 1972,1972
"Mudie, Ian",In Sunny Days of Winter,Heseltine 1972,1972
"Mudie, Ian",The North-Bound Rider,Heseltine 1972,1972
"Mudie, Ian",They'll Tell You about Me,Heseltine 1972,1972
"Murphy, R.D.",In the Train,Heseltine 1972,1972
"Murray, Les","A New England Farm, August 1914",Heseltine 1972,1972
"Murray, Les",An Absolutely Ordinary Rainbow,Heseltine 1972,1972
"Murray, Les",Blood,Heseltine 1972,1972
"Murray, Les",The Princes' Land,Heseltine 1972,1972
"Murray, Les",The Wilderness,Heseltine 1972,1972
"Neilson, John Shaw ",Beauty Imposes,Heseltine 1972,1972
"Neilson, John Shaw ",May,Heseltine 1972,1972
"Neilson, John Shaw ",Native Companions Dancing,Heseltine 1972,1972
"Neilson, John Shaw ",Schoolgirls Hastening,Heseltine 1972,1972
"Neilson, John Shaw ",Song Be Delicate,Heseltine 1972,1972
"Neilson, John Shaw ",The Orange Tree,Heseltine 1972,1972
"O'Connor, Mark",The Beginning,Heseltine 1972,1972
"O'Connor, Mark",Two Views of a Gannet : 2 : Strike,Heseltine 1972,1972
"O'Dowd, Bernard",Australia,Heseltine 1972,1972
Oodgeroo Noonuccal,Municipal Gum,Heseltine 1972,1972
Oodgeroo Noonuccal,We Are Going,Heseltine 1972,1972
"Packer, Richard",Good Mornings,Heseltine 1972,1972
"Palmer, Vance",The Farmer Remembers the Somme,Heseltine 1972,1972
"Paterson, A.B.",Saltbush Bill,Heseltine 1972,1972
"Paterson, A.B.",The Man from Snowy River,Heseltine 1972,1972
"Perry, Grace",Red Scarf,Heseltine 1972,1972
"Perry, Grace",Time of Turtles,Heseltine 1972,1972
"Picot, James",For It Was Early Summer,Heseltine 1972,1972
"Porter, Hal","Hobart Town, Van Diemen's Land (11th June, 1837)",Heseltine 1972,1972
"Porter, Peter",Competition is Health,Heseltine 1972,1972
"Porter, Peter",Moaning in Midstream,Heseltine 1972,1972
"Porter, Peter",Your Attention Please,Heseltine 1972,1972
"Powell, Craig",Nembutal Rock,Heseltine 1972,1972
"Riddell, Alan",At the Hammersmith Palais,Heseltine 1972,1972
"Riddell, Alan",Goldfish at an Angle,Heseltine 1972,1972
"Riddell, Elizabeth",After Lunik Two,Heseltine 1972,1972
"Robinson, Roland",Altjeringa,Heseltine 1972,1972
"Robinson, Roland",I Had No Human Speech,Heseltine 1972,1972
"Robinson, Roland",Passage of the Swans,Heseltine 1972,1972
"Rodriguez, Judith",Nu-Plastik Fanfare Red,,
"Rolls, Eric",Sheaf Tosser,Heseltine 1972,1972
"Rolls, Eric",The Knife,Heseltine 1972,1972
"Rowbotham, David",First Man Lost in Space,Heseltine 1972,1972
"Rowbotham, David",The Candle is Going Out,Heseltine 1972,1972
"Rowland, J.R.",Canberra in April,Heseltine 1972,1972
"Rowland, J.R.",Dawn Stepping Down,Heseltine 1972,1972
"Shapcott, Thomas",Death of the Minotaur,Heseltine 1972,1972
"Shapcott, Thomas",Enemies,Heseltine 1972,1972
"Shapcott, Thomas",Party in Room 21,Heseltine 1972,1972
"Shapcott, Thomas",Quetzalcoatl,Heseltine 1972,1972
"Simpson, R.A.",Carboni in the Chimney,Heseltine 1972,1972
"Simpson, R.A.",Student,Heseltine 1972,1972
"Skrzynecki, Peter",The Farmer,Heseltine 1972,1972
"Slade, Leon",Pentecost,Heseltine 1972,1972
"Slessor, Kenneth",Beach Burial,Heseltine 1972,1972
"Slessor, Kenneth",Captain Dobbin,Heseltine 1972,1972
"Slessor, Kenneth",Elegy in a Botanic Gardens,Heseltine 1972,1972
"Slessor, Kenneth",Five Bells,Heseltine 1972,1972
"Slessor, Kenneth",Fixed Ideas,Heseltine 1972,1972
"Slessor, Kenneth",Metempsychosis,Heseltine 1972,1972
"Slessor, Kenneth",Sensuality,Heseltine 1972,1972
"Slessor, Kenneth",South Country,Heseltine 1972,1972
"Slessor, Kenneth",The Night-Ride,Heseltine 1972,1972
"Slessor, Kenneth",Thieves' Kitchen,Heseltine 1972,1972
"Smith, Vivian","Balmoral, Summer",Heseltine 1972,1972
"Smith, Vivian",Dialogue,Heseltine 1972,1972
"Smith, Vivian",Late April: Hobart,Heseltine 1972,1972
"Steele, Peter",Matins,Heseltine 1972,1972
"Stewart, Douglas",B Flat,Heseltine 1972,1972
"Stewart, Douglas",Fence,Heseltine 1972,1972
"Stewart, Douglas",Firewheel Tree,Heseltine 1972,1972
"Stewart, Douglas",One Yard of Earth,Heseltine 1972,1972
"Stewart, Douglas",Professor Piccard,Heseltine 1972,1972
"Stewart, Douglas",Rock Carving,Heseltine 1972,1972
"Stewart, Douglas",The Brown Snake,Heseltine 1972,1972
"Stewart, Douglas",The Dosser in Springtime,Heseltine 1972,1972
"Stewart, Douglas",The Silkworms,Heseltine 1972,1972
"Stewart, Harold",Orpheus and the Trees,Heseltine 1972,1972
"Stone, Miriam",The Blind Lovers,Heseltine 1972,1972
"Stow, Randolph",Dust,Heseltine 1972,1972
"Stow, Randolph",Ishmael,Heseltine 1972,1972
"Stow, Randolph",Ruins of the City of Hay,Heseltine 1972,1972
"Stow, Randolph",Sleep,Heseltine 1972,1972
"Talbot, Norman",Ballad of Old Women,Heseltine 1972,1972
"Taylor, Andrew",The Sistine Spiders,Heseltine 1972,1972
"Thiele, Colin",Up-Country Pubs,Heseltine 1972,1972
"Thompson, John",A Latter-Day Polonius to His Sons,Heseltine 1972,1972
"Thompson, John",Attis,Heseltine 1972,1972
"Tipping, Richard",Soft Riots / TV News,Heseltine 1972,1972
"Tranter, John",The Moment of Waking,Heseltine 1972,1972
"Tregenza, Ann",The Priestess of the Temple,Heseltine 1972,1972
"Vrepont, Brian",The Net-Menders,Heseltine 1972,1972
"Wallace-Crabbe, Chris",A Wintry Manifesto,Heseltine 1972,1972
"Wallace-Crabbe, Chris",Melbourne,Heseltine 1972,1972
"Wallace-Crabbe, Chris","Nature, Language, the Sea: An Essay",Heseltine 1972,1972
"Wallace-Crabbe, Chris",Rustum,Heseltine 1972,1972
"Wallace-Crabbe, Chris",The Secular,Heseltine 1972,1972
"Webb, Francis",Harry,Heseltine 1972,1972
"Webb, Francis",On First Hearing a Cuckoo,Heseltine 1972,1972
"Webb, Francis",Pneumo-Encephalograph,Heseltine 1972,1972
"Webb, Francis",The Yellowhammer,Heseltine 1972,1972
"Webb, Francis",Wild Honey,Heseltine 1972,1972
"Wright, Judith",Black-Shouldered Kite,Heseltine 1972,1972
"Wright, Judith",Bullocky,Heseltine 1972,1972
"Wright, Judith",Clock and Heart,Heseltine 1972,1972
"Wright, Judith",Our Love is So Natural,Heseltine 1972,1972
"Wright, Judith",South of My Days,Heseltine 1972,1972
"Wright, Judith","The Beanstalk, Meditated Later",Heseltine 1972,1972
"Wright, Judith",The Company of Lovers,Heseltine 1972,1972
"Wright, Judith",The Cycads,Heseltine 1972,1972
"Wright, Judith",The Harp and the King,Heseltine 1972,1972
"Wright, Judith",Typists in the Phoenix Building,Heseltine 1972,1972
"Wright, Judith",Woman to Man,Heseltine 1972,1972
"Adams, Arthur Henry",The Australian,Dutton 1976,1976
"Adamson, Robert",The Crossing,Dutton 1976,1976
"Adamson, Robert",The Domesticity,Dutton 1976,1976
"Afterman, Allen ",Rose,Dutton 1976,1976
"Afterman, Allen ",The Forests Are on Fire,Dutton 1976,1976
Anonymous,A Convict's Lament on the Death of Captain Logan,Dutton 1976,1976
Anonymous,A Thousand Mile Away,Dutton 1976,1976
Anonymous,Australian Melodies No. 1: Yaralla,Dutton 1976,1976
Anonymous,Bluey Brink,Dutton 1976,1976
Anonymous,Bold Jack Donahoe,Dutton 1976,1976
Anonymous,Botany Bay Courtship,Dutton 1976,1976
Anonymous,Bullocky Bill,Dutton 1976,1976
Anonymous,Click Go the Shears,Dutton 1976,1976
Anonymous,Colonial Hunt,Dutton 1976,1976
Anonymous,Flash Jack from Gundagai,Dutton 1976,1976
Anonymous,Jim Jones at Botany Bay,Dutton 1976,1976
Anonymous,Lambed Down,Dutton 1976,1976
Anonymous,Maggie May,Dutton 1976,1976
Anonymous,Squatter's Song,Dutton 1976,1976
Anonymous,Stringy-bark and Green-hide,Dutton 1976,1976
Anonymous,The Banks of the Condamine,Dutton 1976,1976
Anonymous,The Fierce and Bloody Battle of the Weddin Mountains,Dutton 1976,1976
Anonymous,The Gin,Dutton 1976,1976
Anonymous,The Old Bullock Dray,Dutton 1976,1976
Anonymous,The Overlander,Dutton 1976,1976
Anonymous,The Ramble-eer,Dutton 1976,1976
Anonymous,The Wild Colonial Boy,Dutton 1976,1976
Anonymous,Wallaby Stew,Dutton 1976,1976
"Beaver, Bruce ",Strolling Song,Dutton 1976,1976
"Beaver, Bruce ",the horses,Dutton 1976,1976
"Bedford, Randolph",The Days of '84,Dutton 1976,1976
"Blight, John",Death of a Whale,Dutton 1976,1976
"Blight, John",Seaweed,Dutton 1976,1976
"Blight, John",The Sawfish,Dutton 1976,1976
"Boake, Barcroft",Jim's Whip,Dutton 1976,1976
"Boake, Barcroft",Where the Dead Men Lie,Dutton 1976,1976
"Bray, John",Consolation to Remus,Dutton 1976,1976
"Brennan, Christopher ",Eucalypti,Dutton 1976,1976
"Brennan, Christopher ",She is the Night,Dutton 1976,1976
"Brennan, Christopher ",The Wanderer,Dutton 1976,1976
"Brennan, Christopher ",The Yellow Gas is Fired,Dutton 1976,1976
"Brissenden, R.F.",Aubade,Dutton 1976,1976
"Brissenden, R.F.",Building a Terrace,Dutton 1976,1976
"Bruce, Robert","Christmas Day near Lake Torrens, 1864",Dutton 1976,1976
"Buckley, Vincent ",from Golden Builders,Dutton 1976,1976
"Buckley, Vincent ",Stroke,Dutton 1976,1976
"Buckmaster, Charles ",An End to Myth,Dutton 1976,1976
"Campbell, David",Circe's Home for Sailors,Dutton 1976,1976
"Campbell, David",Cockatoos at Martin Road,Dutton 1976,1976
"Campbell, David",Hear the Bird of Day,Dutton 1976,1976
"Campbell, David",Hearts and Children,Dutton 1976,1976
"Campbell, David",Night Sowing,Dutton 1976,1976
"Campbell, David",Speak with the Sun,Dutton 1976,1976
"Campbell, David",Spring Hares,Dutton 1976,1976
"Campbell, David",The End of Exploring,Dutton 1976,1976
"Campbell, David",When Out of Love,Dutton 1976,1976
"Campbell, David",Windy Gap,Dutton 1976,1976
"Cato, Nancy",Family Portraits XIII: Great Aunt Ada,Dutton 1976,1976
"Clark, Robert",Idle Talk,Dutton 1976,1976
"Couper, J.M.","Horace, Odes, 1, 5",Dutton 1976,1976
"Couper, J.M.",Sydney Harbour,Dutton 1976,1976
"Daley, Victor J. ",The Woman at the Washtub,Dutton 1976,1976
"Dawe, Bruce ",A' is for Asia…,Dutton 1976,1976
"Dawe, Bruce ",Demons,Dutton 1976,1976
"Dawe, Bruce ",Homecoming,Dutton 1976,1976
"Dawe, Bruce ",Life-cycle,Dutton 1976,1976
"Dawe, Bruce ",Never Again,Dutton 1976,1976
"Dawe, Bruce ",The Not-so-good Earth,Dutton 1976,1976
"Dawe, Bruce ",The Scavengers,Dutton 1976,1976
"Dennis, C.J. ",At the Play (from The Sentimental Bloke),Dutton 1976,1976
"Dennis, C.J. ",The Traveller,Dutton 1976,1976
"Dobson, Rosemary",Being Called For,Dutton 1976,1976
"Dobson, Rosemary",Captain Svenson,Dutton 1976,1976
"Dobson, Rosemary",For a Young Child,Dutton 1976,1976
"Dobson, Rosemary",Ghost Town: New England,Dutton 1976,1976
"Dransfield, Michael",Bum's Rush,Dutton 1976,1976
"Dransfield, Michael",Like this for Years,Dutton 1976,1976
"Dransfield, Michael",O Genevieve Sweet Genevieve the Days May Come the Days May Go,Dutton 1976,1976
"Dransfield, Michael",Pas de Deux for Lovers,Dutton 1976,1976
"Dransfield, Michael",Soft Cells,Dutton 1976,1976
"Dransfield, Michael",The Dancers,Dutton 1976,1976
"Dransfield, Michael",The Hermit of Green Light,Dutton 1976,1976
"Dugan, Michael",A Lover's Compliment,Dutton 1976,1976
"Dutton, Geoffrey",Nativity Poem,Dutton 1976,1976
"Dutton, Geoffrey",The Island Day,Dutton 1976,1976
"Dutton, Geoffrey","Thoughts, Home from Abroad, 1963",Dutton 1976,1976
"Essex Evans, George ",The Women of the West,Dutton 1976,1976
"Field, Barron",Sonnet,Dutton 1976,1976
"Finnin, Mary ",Blue Macaw,Dutton 1976,1976
"Finnin, Mary ",The Man from Strathbogie,Dutton 1976,1976
"FitzGerald, Robert D. ",Southmost Twelve,Dutton 1976,1976
"FitzGerald, Robert D. ",The Road North,Dutton 1976,1976
"Foott, Mary Hannay ",Where the Pelican Builds,Dutton 1976,1976
"Foster, David",Why Speak,Dutton 1976,1976
"Fullerton, Mary E. ",Emus,Dutton 1976,1976
"Gellert, Leon ",Church Parade,Dutton 1976,1976
"Gellert, Leon ",The Diggers,Dutton 1976,1976
"Gilbert, Kevin",Nanima,Dutton 1976,1976
"Gilbert, Kevin",The Metho Drinker,Dutton 1976,1976
"Gilmore, Mary",Fourteen Poor Men,Dutton 1976,1976
"Gilmore, Mary",Nationality,Dutton 1976,1976
"Gilmore, Mary",Never Admit the Pain,Dutton 1976,1976
"Gilmore, Mary",The Myall in Prison,Dutton 1976,1976
"Goodge, W.T.",The Great Australian Adjective,Dutton 1976,1976
"Gordon, Adam Lindsay ",From the Wreck,Dutton 1976,1976
"Gordon, Adam Lindsay ",The Sick Stockrider,Dutton 1976,1976
"Gordon, Adam Lindsay ",The Swimmer,Dutton 1976,1976
"Hall, Rodney",Fossil,Dutton 1976,1976
"Hall, Rodney",Personal Tour,Dutton 1976,1976
"Hall, Rodney",Three Responses to Dying,Dutton 1976,1976
"Harney, W.E. (Bill)",West of Alice,Dutton 1976,1976
"Harpur, Charles ",A Flight of Wild Ducks,Dutton 1976,1976
"Harpur, Charles ",Obituary Lines,Dutton 1976,1976
"Harpur, Charles ",Self-Liberty,Dutton 1976,1976
