creator	translator	title	genre	pages	volume	issue	date	journal title	journal subtitle	issue name	journal editor	publisher	journal location	issue length (pp)	issue height (cm)	issue width (cm)
"Walton, Eda Lou"		Hill Songs: One Spring	poetry	87-87	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Walton, Eda Lou"		Hill Songs: From a Promontory	poetry	88-88	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Walton, Eda Lou"		Hill Songs: Indian Prayer	poetry	88-88	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Walton, Eda Lou"		Hill Songs: Strength	poetry	88-89	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Walton, Eda Lou"		Hill Songs: Morning and Night	poetry	89-89	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Kreymborg, Alfred"		Touring America on Pegasus	articles	90-94	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Aldington, Richard"		English and American	articles	94-98	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Vanderpyl, Fritz R."		Art and the Eiffel Tower	articles	98-101	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: The Golden Whales of California and Other Rhymes in the American Language, by Vachel Lindsay"	articles	101-104	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: Poems, by Gladys Cromwell"	articles	105-107	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: King George's Poets—'Georgian Poetry, 1918-1919' ed. by E. M., 'A Miscellany of British Poetry (1919)' ed. by W. Kean Seymour, and 'Wheels, 1919 (Fourth Cycle), ed. by Edith Sitwell"	articles	108-113	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Aldis, Mary"		"Book Review: The Reading and Writing of Verse, by Lieutenant C. E. Andrews, U. S. A., Asst. Prof. of English in Ohio State U."	articles	113-113	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Burroughs, John"		A Word from John Burroughs	letters	114-114	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	115-116	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Books Received	articles	116-116	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-H	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Contents	articles	C-C	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: In This Wet Orchard	poetry	117-119	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: Stalks of Wild Hay	poetry	119-119	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: Baking Bread	poetry	120-121	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: The Rain-Crow	poetry	121-122	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: The Threshing-Floor	poetry	122-123	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: From a Vineyard	poetry	123-124	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: The Market-gardens	poetry	124-125	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		"To the River Beach: October: ""The Old Eyes"""	poetry	125-127	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Davis, H. L."		To the River Beach: To the River Beach	poetry	127-127	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lee, Agnes"		Old Lizette on Sleep	poetry	128-129	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lee, Agnes"		The Ancient Singer	poetry	129-130	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lee, Agnes"		Mrs. Malooly	poetry	130-130	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lee, Agnes"		The Ilex Tree	poetry	130-130	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Seiffert, Marjorie Allen"		Cythaera and the Leaves	poetry	131-131	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Seiffert, Marjorie Allen"		Cythaera and the Song	poetry	131-132	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Seiffert, Marjorie Allen"		Cythaera and the Worm	poetry	132-133	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hammond, Eleanor"		Transition	poetry	133-133	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Granich, Irwin"		Surrender	poetry	134-134	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
A. N.		Out of the Dark	poetry	135-135	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Dresbach, Glenn Ward"		Songs	poetry	136-137	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Powys, John Cowper"		The Riddle	poetry	138-139	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hensel, Gladys"		The Shepherd Hymn	poetry	139-139	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lewis, Janet Loxley"		Cold Hills: Austerity	poetry	140-140	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lewis, Janet Loxley"		Cold Hills: The End of the Age	poetry	140-141	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lewis, Janet Loxley"		Cold Hills: Geology	poetry	141-141	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lewis, Janet Loxley"		Cold Hills: Fossil	poetry	141-141	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Taggard, Genevieve"		From the Frail Sea	poetry	142-145	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Men Or Women?	articles	146-148	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Discovered in Paris	articles	148-151	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Seiffert, Marjorie Allen"		"Book Review: Starved Rock, by Edgar Lee Masters"	articles	151-156	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Strobel, Marion"		"Book Review: Poems, by T.S. Eliot"	articles	157-159	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Deutsch, Babette"		"Book Review: Picture-show, by Siegfried Sassoon"	articles	159-162	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Strobel, Marion"		"Book Review: Black Branches, by Orrick Johns"	articles	162-164	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Aldington, Richard"		"Book Review: De Stéphane Mallarmé au prophète Ezéchiel, et essai d'une théorie de réalisme symbolique, par Edouard Dujardin"	articles	164-168	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: New English Magazines―'Coterie,' 'The London Mercury,' 'The Monthly Chap-book,' and 'Art and Letters'"	articles	168-172	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Williams, William Carlos"		Spirit of '76	poetry	173-173	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
Anon.		We sit at our desks	poetry	173-173	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	174-174	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-H	16	3	1920-06-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Contents	articles	C-C	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Sapir, Edward"		French-Canadian Folk-Songs: 'The folk-songs fluttered down'	poetry	175-176	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
	"Sapir, Edward"	French-Canadian Folk-Songs: The Prince of Orange	poetry	176-179	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
	"Sapir, Edward"	French-Canadian Folk-Songs: The King of Spain's Daughter and the Diver	poetry	179-182	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
	"Sapir, Edward"	French-Canadian Folk-Songs: White As the Snow	poetry	182-183	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
	"Sapir, Edward"	French-Canadian Folk-Songs: The Dumb Shepherdess	poetry	183-185	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
	"Trombly, Albert Edmund"	The Three Children	poetry	186-187	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Moult, Thomas"		Here For a Time	poetry	188-190	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Heyward, DuBose"		The Mountain Woman	poetry	191-191	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Speyer, Leonora"		The Squall	poetry	192-192	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Speyer, Leonora"		The Locust	poetry	192-192	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Speyer, Leonora"		Crickets at Dawn	poetry	193-193	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McKenny, Margaret"		Sweetpeas	poetry	193-193	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McCluskey, Katherine Wisner"		Envyings	poetry	194-195	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McCluskey, Katherine Wisner"		A Heat Wave	poetry	195-195	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Morton, David"		Summer	poetry	196-196	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Morton, David"		Symbols	poetry	196-197	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Root, E. Merrill"		Night on the River	poetry	197-197	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Holden, Raymond"		Sugaring	poetry	198-199	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: I know how poems come	poetry	200-200	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Moon in October	poetry	200-201	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Wishes	poetry	201-201	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: My Mind and I	poetry	201-201	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Lilacs	poetry	201-201	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Orchid Lady	poetry	202-202	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: To a Black Pansy	poetry	202-202	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Bare Butter-Nut Tree	poetry	202-202	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Leaves	poetry	203-203	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: River	poetry	203-203	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: The Cellar	poetry	203-203	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: Japanese Picture	poetry	204-204	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Conkling, Hilda"		Poems By a Child: To a mother	poetry	204-204	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Dr. Chubb on the Platform	articles	205-210	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Sapir, Edward"		Note on French-Canadian Folk-Songs	articles	210-213	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Aldington, Richard"		"Book Review: Quia Pauper Amavi, by Ezra Pound"	articles	213-216	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Deutsch, Babette"		"Book Review: Lancelot, by Edwin Arlington Robinson"	articles	217-219	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Kreymborg, Alfred"		"Book Review: A Woman of Thirty, by Marjorie Allen Seiffert"	articles	219-222	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: Poems by a Little Girl, by Hilda Conkling, and White Silences, by Katherine Bull"	articles	222-227	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Bodenheim, Maxwell"		Words From a Departing Poet	letters	227-229	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Johns, Orrick"		Mr. Johns Rises to Protest	letters	230-230	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		A Keats Memorial	articles	231-232	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Poetry Society Prizes	articles	232-232	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	233-233	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Books Received	articles	234-234	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-F	16	4	1920-07-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Contents	articles	C-C	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: Sky-High	poetry	235-237	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: Old Hank	poetry	237-238	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: The Little Cow-Girl	poetry	239-240	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: Pecos Tom	poetry	240-242	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		"Cowboy Songs: ""'Light, Stranger, 'light"""	poetry	242-242	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: Women Outlaws	poetry	243-244	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: Old Paint	poetry	244-245	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Thorp, N. Howard"		Cowboy Songs: What's Become of the Punchers	poetry	246-247	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"LeNoir, Phil"		Western Poems: Down On the Ol' Bar-G	poetry	248-249	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"LeNoir, Phil"		Western Poems: Ol' Dynamite	poetry	249-251	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"LeNoir, Phil"		Western Poems: The Puncher Poet	poetry	251-252	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eddy, Lucy"		Rider of Sun Fire	poetry	253-253	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) The Ballad of Macario Romero	poetry	254-256	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Madre Maria	poetry	256-257	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Manzanita	poetry	257-257	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Chula la Mañana	poetry	257-258	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) El Coyotito	poetry	258-259	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Christ Is Born in Bethlehem	poetry	259-260	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Coplas	poetry	260-261	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Cundiyo	poetry	262-262	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		New Mexico Folk-Songs: (Translated and Original) Petrolino's Complaint	poetry	263-263	16	5	1920-08-01T00:00:00Z	Poetry	A Magazine of Verse	New Mexico Folk-poems Number	"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
